Name,Course title,Question,Answer,Get Real,Fill Buckets,Be Intentional,Foster Grit,Drive Growth,Alignment,Accountability,Communication,Leadership,Execution,FUSION Relationship Summary,COR Relationship Summary
scott-gusso,32 - Sustain - Tools - Fusion Legacy Road,Step 4,-,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.50,Tertiary: Get Real,"Secondary: Execution; Tertiary: Communication, Leadership"
scott-gusso,32 - Sustain - Tools - Fusion Legacy Road,Step 5,-,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.50,Tertiary: Get Real,"Secondary: Execution; Tertiary: Communication, Leadership"
scott-gusso,33 - Course - Topic : Team Etiquette,Do you have a list of standard operating procedures within your team or organization?,Testing 7/23,0.25,0.00,0.00,0.00,0.00,0.50,0.50,0.25,0.50,0.00,Tertiary: Get Real,"Secondary: Alignment, Accountability, Leadership; Tertiary: Communication"
scott-gusso,33 - Course - Topic : Team Etiquette,"If not, do you have a list of expectations for your team? How often is it referenced or reinforced? Is it stored or displayed in a readily accessible location?",Testing 7/23,0.25,0.00,0.00,0.00,0.00,0.50,0.50,0.25,0.50,0.00,Tertiary: Get Real,"Secondary: Alignment, Accountability, Leadership; Tertiary: Communication"
scott-gusso,33 - Course - Topic : Team Etiquette,How well are you leading by example?  What improvements can you make?,Testing 7/23,0.00,0.00,0.25,0.25,1.00,0.50,0.00,0.00,1.00,0.50,"Primary: Drive Growth; Tertiary: Be Intentional, Foster Grit","Primary: Leadership; Secondary: Alignment, Execution"
scott-gusso,33 - Course - Topic : Team Etiquette,Identify opportunities for improvement within your team.,Testing 7/23,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.00,0.50,0.25,Secondary: Drive Growth,"Secondary: Alignment, Leadership; Tertiary: Execution"
scott-gusso,33 - Course - Topic : Team Etiquette,Rate your current ability to establish effective team etiquette 1-5 (5 highest).,4,0.25,0.00,0.00,0.00,0.00,0.50,0.00,0.25,0.50,0.00,Tertiary: Get Real,"Secondary: Alignment, Leadership; Tertiary: Communication"
scott-gusso,33 - Course - Topic : Team Etiquette,"Form a book club within your department or organization. Select a book that is focused on leadership and credibility and aligns with your specific industry or the mission, vision and values of the organization. In a group discussion, explore the importance of personal credibility, integrity, and ethical leadership and use these discussions to reflect on personal practices or experiences",Testing 7/23,1.00,0.00,0.50,0.25,1.00,1.00,0.25,0.50,1.00,0.50,"Primary: Get Real, Drive Growth; Secondary: Be Intentional; Tertiary: Foster Grit","Primary: Alignment, Leadership; Secondary: Communication, Execution; Tertiary: Accountability"
scott-gusso,33 - Course - Topic : Team Etiquette - Transform,Do you have a list of standard operating procedures within your team or organization?,ave a list of,0.25,0.00,0.00,0.00,0.00,0.50,0.50,0.25,0.50,0.00,Tertiary: Get Real,"Secondary: Alignment, Accountability, Leadership; Tertiary: Communication"
scott-gusso,33 - Course - Topic : Team Etiquette - Transform,"If not, do you have a list of expectations for your team? How often is it referenced or reinforced? Is it stored or displayed in a readily accessible location?",ave a list of,0.25,0.00,0.00,0.00,0.00,0.50,0.50,0.25,0.50,0.00,Tertiary: Get Real,"Secondary: Alignment, Accountability, Leadership; Tertiary: Communication"
scott-gusso,33 - Course - Topic : Team Etiquette - Transform,How well are you leading by example?  What improvements can you make?,ave a list of,0.00,0.00,0.25,0.25,1.00,0.50,0.00,0.00,1.00,0.50,"Primary: Drive Growth; Tertiary: Be Intentional, Foster Grit","Primary: Leadership; Secondary: Alignment, Execution"
scott-gusso,33 - Course - Topic : Team Etiquette - Transform,Identify opportunities for improvement within your team.,ave a list of,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.00,0.50,0.25,Secondary: Drive Growth,"Secondary: Alignment, Leadership; Tertiary: Execution"
scott-gusso,33 - Course - Topic : Team Etiquette - Transform,Rate your current ability to establish effective team etiquette 1-5 (5 highest).,4,0.25,0.00,0.00,0.00,0.00,0.50,0.00,0.25,0.50,0.00,Tertiary: Get Real,"Secondary: Alignment, Leadership; Tertiary: Communication"
scott-gusso,33 - Course - Topic : Development vs Performance Transform,How do you balance performance and growth goals?,-,0.00,0.50,0.50,0.00,0.50,0.25,0.25,0.25,0.50,0.50,"Secondary: Fill Buckets, Be Intentional, Drive Growth","Secondary: Leadership, Execution; Tertiary: Alignment, Accountability, Communication"
scott-gusso,33 - Course - Topic : Development vs Performance Transform,How can you change your goal setting techniques to be more balanced?,-,0.25,0.50,1.00,0.00,0.50,0.25,0.25,0.25,0.50,1.00,"Primary: Be Intentional; Secondary: Fill Buckets, Drive Growth; Tertiary: Get Real","Primary: Execution; Secondary: Leadership; Tertiary: Alignment, Accountability, Communication"
scott-gusso,33 - Course - Topic : Development vs Performance Transform,Rate your current ability to balance intentionality with both performance and development. 1-5 (5 highest),-,0.00,0.50,0.50,0.00,0.50,0.25,0.25,0.25,0.25,0.50,"Secondary: Fill Buckets, Be Intentional, Drive Growth","Secondary: Execution; Tertiary: Alignment, Accountability, Communication, Leadership"
scott-gusso,33 - Course - Topic : Development vs Performance Transform,Complete the Performance vs Development Goal Setting Activity.,-,0.25,0.00,1.00,0.00,0.50,0.25,0.25,0.00,0.50,1.00,Primary: Be Intentional; Secondary: Drive Growth; Tertiary: Get Real,"Primary: Execution; Secondary: Leadership; Tertiary: Alignment, Accountability"
scott-gusso,33 - Course - Topic : Development vs Performance (1),How do you balance performance and growth goals?,Testing 7/23,0.00,0.50,0.50,0.00,0.50,0.25,0.25,0.25,0.50,0.50,"Secondary: Fill Buckets, Be Intentional, Drive Growth","Secondary: Leadership, Execution; Tertiary: Alignment, Accountability, Communication"
scott-gusso,33 - Course - Topic : Development vs Performance (1),How can you change your goal setting techniques to be more balanced?,Testing 7/23,0.25,0.50,1.00,0.00,0.50,0.25,0.25,0.25,0.50,1.00,"Primary: Be Intentional; Secondary: Fill Buckets, Drive Growth; Tertiary: Get Real","Primary: Execution; Secondary: Leadership; Tertiary: Alignment, Accountability, Communication"
scott-gusso,33 - Course - Topic : Development vs Performance (1),Prepare a strategy to help your team be more balanced with their goal setting.,Testing 7/23,0.25,0.50,1.00,0.00,0.50,0.50,0.25,0.25,0.50,1.00,"Primary: Be Intentional; Secondary: Fill Buckets, Drive Growth; Tertiary: Get Real","Primary: Execution; Secondary: Alignment, Leadership; Tertiary: Accountability, Communication"
scott-gusso,33 - Course - Topic : Development vs Performance (1),"Do you or members of your team express attitudes or behaviors which focus more on negativity, entitlement, or dissatisfaction? Here are some common opposites of gratitude.",-,0.00,0.00,0.50,0.00,0.50,0.50,0.25,0.50,0.50,1.00,"Secondary: Be Intentional, Drive Growth","Primary: Execution; Secondary: Alignment, Communication, Leadership; Tertiary: Accountability"
scott-gusso,33 - Course - Topic : Development vs Performance (1),Rate your current ability to support your team in a balanced manner of performance and development. 1-5 (5 highest),4,0.00,0.50,0.00,0.00,0.50,0.50,0.25,0.25,0.50,0.50,"Secondary: Fill Buckets, Drive Growth","Secondary: Alignment, Leadership, Execution; Tertiary: Accountability, Communication"
scott-gusso,33 - Course - Topic : Development vs Performance (1),Rate your ability to empower others to advocate for themselves. 1-5 (5 highest),-,0.00,0.00,0.00,0.00,0.50,0.25,0.00,0.00,0.25,0.50,Secondary: Drive Growth,"Secondary: Execution; Tertiary: Alignment, Leadership"
scott-gusso,33 - Course - Topic : Development vs Performance (1),"Identify an area of growth, a goal, or a skill with a team member. Next identify a way for your team members to advocate for themselves and a way that you could support them to accomplish the task in the next 30 days.",-,0.00,0.50,0.50,0.00,0.50,0.50,0.25,0.25,0.50,0.50,"Secondary: Fill Buckets, Be Intentional, Drive Growth","Secondary: Alignment, Leadership, Execution; Tertiary: Accountability, Communication"
scott-gusso,33 - Sustain - Tools - Situational Leadership Exercise,New Employee Onboarding: A new employee joins the team with little experience in the industry. The leader provides clear instructions and guidance during the initial onboarding period to help the employee acclimate to the organization.,-,0.00,0.00,0.25,0.25,1.00,0.50,0.00,0.00,1.00,0.50,"Primary: Drive Growth; Tertiary: Be Intentional, Foster Grit","Primary: Leadership; Secondary: Alignment, Execution"
scott-gusso,33 - Sustain - Tools - Situational Leadership Exercise,"Project Crisis Management: A project faces unexpected challenges, and the team is stressed. The leader collaborates with team members to identify solutions, boosting morale, and providing encouragement during the crisis.",-,0.25,1.00,0.25,0.50,1.00,0.50,0.50,0.50,1.00,0.50,"Primary: Fill Buckets, Drive Growth; Secondary: Foster Grit; Tertiary: Get Real, Be Intentional","Primary: Leadership; Secondary: Alignment, Accountability, Communication, Execution"
scott-gusso,33 - Sustain - Tools - Situational Leadership Exercise,"Highly Skilled Team: The leader oversees a team of seasoned professionals who are experts in their field. In this situation, the leader empowers their team members to make decisions independently and trusting their expertise.",-,0.00,0.00,0.50,0.25,1.00,0.50,0.50,0.00,1.00,0.50,Primary: Drive Growth; Secondary: Be Intentional; Tertiary: Foster Grit,"Primary: Leadership; Secondary: Alignment, Accountability, Execution"
scott-gusso,33 - Sustain - Tools - Situational Leadership Exercise,"The team is transitioning to remote work. The leader addresses the unique challenges of remote work, providing resources, and maintaining regular communication to ensure the team feels connected and supported.",-,0.00,0.50,0.25,0.50,1.00,0.50,0.25,1.00,1.00,0.50,"Primary: Drive Growth; Secondary: Fill Buckets, Foster Grit; Tertiary: Be Intentional","Primary: Communication, Leadership; Secondary: Alignment, Execution; Tertiary: Accountability"
scott-gusso,34 - Course - Topic : Trust & Reliability,Rate your ability to communicate openly and foster transparency (1-5-highest),4,0.25,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.25,0.00,Tertiary: Get Real,"Primary: Accountability, Communication; Tertiary: Leadership"
scott-gusso,34 - Course - Topic : Trust & Reliability,"Rate your ability to actively listen, including verbal and nonverbals (1-5-highest)",4,0.25,0.00,0.00,0.00,0.00,0.00,1.00,0.25,0.25,0.00,Tertiary: Get Real,"Primary: Accountability; Tertiary: Communication, Leadership"
scott-gusso,34 - Course - Topic : Trust & Reliability,Rate your ability to provide clear and honest feedback (1-5-highest),4,0.50,0.00,0.00,0.00,0.00,0.25,1.00,1.00,0.25,0.00,Secondary: Get Real,"Primary: Accountability, Communication; Tertiary: Alignment, Leadership"
scott-gusso,34 - Course - Topic : Trust & Reliability,Rate your consistency and equity with behaviors and actions across all systems and members of your team (1-5-highest),4,0.00,0.00,0.50,0.00,0.00,0.50,1.00,0.00,0.50,1.00,Secondary: Be Intentional,"Primary: Accountability, Execution; Secondary: Alignment, Leadership"
scott-gusso,34 - Course - Topic : Trust & Reliability,"Reflect on when, where, and how youâ€™ll make improvements.",Testing 7/23,0.50,0.00,0.00,0.00,0.50,0.25,1.00,0.25,0.25,0.25,"Secondary: Get Real, Drive Growth","Primary: Accountability; Tertiary: Alignment, Communication, Leadership, Execution"
scott-gusso,34 - Course - Topic : Trust & Reliability,"Complete a mission, vision, values exercise together as a team. Trust can be strengthened when leaders and team members share a common vision and values.",Testing 7/23,0.50,0.00,0.00,0.00,0.00,1.00,1.00,0.25,1.00,0.50,Secondary: Get Real,"Primary: Alignment, Accountability, Leadership; Secondary: Execution; Tertiary: Communication"
scott-gusso,34 - Course - Topic : Trust & Reliability - Transform,Rate your ability to communicate openly and foster transparency (1-5-highest),3,0.25,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.25,0.00,Tertiary: Get Real,"Primary: Accountability, Communication; Tertiary: Leadership"
scott-gusso,34 - Course - Topic : Trust & Reliability - Transform,"Rate your ability to actively listen, including verbal and nonverbals (1-5-highest)",2,0.25,0.00,0.00,0.00,0.00,0.00,1.00,0.25,0.25,0.00,Tertiary: Get Real,"Primary: Accountability; Tertiary: Communication, Leadership"
scott-gusso,34 - Course - Topic : Trust & Reliability - Transform,Rate your ability to provide clear and honest feedback (1-5-highest),3,0.50,0.00,0.00,0.00,0.00,0.25,1.00,1.00,0.25,0.00,Secondary: Get Real,"Primary: Accountability, Communication; Tertiary: Alignment, Leadership"
scott-gusso,34 - Course - Topic : Trust & Reliability - Transform,Rate your overall ability to build and maintain trust within your relationships (1-5-highest),2,0.25,1.00,0.00,0.25,0.00,0.25,1.00,0.50,0.00,0.00,"Primary: Fill Buckets; Tertiary: Get Real, Foster Grit",Primary: Accountability; Secondary: Communication; Tertiary: Alignment
scott-gusso,34 - Course - Topic : Trust & Reliability - Transform,"Reflect on when, where, and how youâ€™ll make improvements.",our ability to co,0.50,0.00,0.00,0.00,0.50,0.25,1.00,0.25,0.25,0.25,"Secondary: Get Real, Drive Growth","Primary: Accountability; Tertiary: Alignment, Communication, Leadership, Execution"
scott-gusso,34 - Course - Topic : Trust & Reliability - Transform,"Identify 1-2 people who you want to grow your trust and reliability with, and be intentional about practicing the strategies illustrated in this training topic, above. (Optional)",our ability to co,0.25,0.00,1.00,0.00,0.25,0.00,1.00,0.00,0.50,0.50,"Primary: Be Intentional; Tertiary: Get Real, Drive Growth","Primary: Accountability; Secondary: Leadership, Execution"
scott-gusso,34 - Course - Meaningful Feedback Transform,How do I typically respond to feedbackâ€”do I embrace it or feel defensive?,-,0.50,0.00,0.00,0.00,0.00,0.25,0.00,1.00,0.25,0.00,Secondary: Get Real,"Primary: Communication; Tertiary: Alignment, Leadership"
scott-gusso,34 - Course - Meaningful Feedback Transform,When was the last time I provided a colleague with constructive feedback? How was it received?,-,0.50,0.00,0.50,0.00,0.00,0.25,0.25,1.00,0.25,0.25,"Secondary: Get Real, Be Intentional","Primary: Communication; Tertiary: Alignment, Accountability, Leadership, Execution"
scott-gusso,34 - Course - Meaningful Feedback Transform,"Do I tailor my feedback to the preferences of my colleagues, or do I default to a one-size-fits-all approach?",-,0.50,0.00,0.00,0.00,0.00,0.25,0.00,1.00,0.25,0.00,Secondary: Get Real,"Primary: Communication; Tertiary: Alignment, Leadership"
scott-gusso,34 - Course - Meaningful Feedback Transform,How do I ensure feedback is constructive and encourages growth rather than discouragement?,-,0.50,0.00,0.00,0.00,0.50,0.25,0.00,1.00,0.50,0.25,"Secondary: Get Real, Drive Growth","Primary: Communication; Secondary: Leadership; Tertiary: Alignment, Execution"
